tokenId,L01,L02,L03,L04,L05,L06,L07,domain,color,replceable,replaced,,
8690,11,8,8,17,16,3,13,2,4,0,,,
8691,11,6,15,2,19,11,19,3,5,3,,,
8692,1,7,8,23,15,5,18,3,6,2,,,
8693,8,7,1,4,1,12,19,0,2,2,,,
8694,5,22,24,10,9,19,17,3,0,2,,,
8695,10,22,20,14,4,22,6,2,4,3,,,
8696,9,10,9,20,16,8,14,1,1,1,,,
8697,4,20,16,14,24,13,18,0,7,3,,,
8698,1,2,23,15,22,3,19,1,9,2,,,
8699,13,23,23,6,1,19b,17,2,6,1,L06E019,,
8700,14,18,20,13,22,10,4,0,3,2,,,
8701,13,23,9,20,7,3,8,2,5,1,,,
8702,2,16,20,7,24,20,13,3,8,3,,,
8703,22,21,17,14,9,15,22,0,2,2,,,
8704,9,5,7,7,8,19,2,0,8,4,,,
8705,15,20,3,7,3,14,4,2,8,3,,,
8706,10,2,3,5,24,11,9,1,0,2,,,
8707,7,21,10,5,21,6,22,2,8,4,,,
8708,2,9,1,4,8,8,15,3,4,2,,,
8709,21,5,21,4,5,24,14,0,9,3,,,
8710,8,17,1,22,19,6,13,2,0,4,,,
8711,14,4,21,16,13,21,19,2,1,3,,,
8712,16,20,8,1,4b,16,24,0,1,1,L05E004,,
8713,23,10,13,20,23,15,14,3,5,2,,,
8714,2,18,21,7,10,18,15,3,1,3,,,
8715,5,19,21,16,6,18,6,1,0,3,,,
8716,22,12,9,4,24b,15b,5,2,4,3,"L05E024,L06E015",,
8717,23,23,9,24,5,19,16,2,5,3,,,
8718,10,3,18,2,8,22,12,3,7,3,,,
8719,13,10,2,6,6,4,4b,2,3,1,L07E004,,
8720,16,4,20,2,11,6,8,3,0,3,,,
8721,23,1,10,2,20,14,14,2,0,3,,,
8722,7,12,23,22,12,12,22,1,9,4,,,
8723,14,10,20,5,12,9,23,3,2,1,,,
8724,2b,10,8,23,16,4,21,0,9,1,L01E002,,
8725,9,13,11,20,22b,8,3,3,2,1,L05E022,,
8726,11,3,20,1,10,15,23,1,4,2,,,
8727,12,12,5,13,23,13,22,0,4,2,,,
8728,7,22,19,15,6,1,21,0,5,2,,,
8729,18,21b,20,21,3,20,16,2,2,1,L02E021,,
8730,15,11,18,13,1,19,1,3,4,2,,,
8731,6,7,20,4,21,7,3,2,0,2,,,
8732,24,22,7,21,19,19,22,1,3,4,,,
8733,23,6,19,20,13,16,20b,1,9,1,L07E020,,
8734,4b,15,2,4,2,21,2b,1,0,2,"L01E004,L07E002",,
8735,15,12,24,6,5,6,2,0,2,4,,,
8736,9,10,5,2,22,21,3,1,6,3,,,
8737,10,16,7,17,7,12,6,2,9,3,,,
8738,19,7,24,15,9,15,12,0,1,2,,,
8739,10,14,6,18,6,3,5,3,3,1,,,
8740,22,22,3,5,16,4,24,1,5,1,,,
8741,18,6,9,23,17,21b,16,0,1,1,L06E021,,
8742,10,21b,19,13,9,10,13,2,3,1,L02E021,,
8743,12b,15,12b,12,2,23,12b,1,8,4,"L03E012,L07E012,L01E012",,
8744,20,24,21,12,10,7,21,3,4,3,,,
8745,20,10,21,1,18,4,7,0,3,1,,,
8746,11,15,15,10,12,13,23,2,0,1,,,
8747,24,2,8,7,19,24,4,0,8,4,,,
8748,20,4,10,22,18,21,18,2,8,4,,,
8749,6,23,9,20,3,7b,17,1,1,1,L06E007,,
8750,6,1,1,18,1,18b,4b,0,7,2,"L06E018,L07E004",,
8751,5,13,3,20,17,24b,16,3,3,1,L06E024,,
8752,9,20,17,17,14,21,17,1,3,2,,,
8753,15,19,21,7,11,1,1,3,5,2,,,
8754,4,12,11,10,3,7,14,2,1,4,,,
8755,22,18,12,12,22,12,1,1,1,4,,,
8756,7,15,24,16,2,6,11,1,7,3,,,
8757,9,7,3,12,23,16,12,3,7,2,,,
8758,24,3,19,1,11,14,16,0,4,1,,,
8759,18,15,23,2,24,11,14,3,6,4,,,
8760,8,10,5,9,10,19,21,1,7,2,,,
8761,11,20,5,15,7,18,6,1,2,3,,,
8762,18,21,24,6,20,21,6,3,6,4,,,
8763,7,22,18,11,16,22,21,1,5,2,,,
8764,14,3,24,13,19,9,24,0,6,1,,,
8765,23,19,12,3,19,8,5,2,2,3,,,
8766,20,16,8,21,10,14,5,1,6,2,,,
8767,6,16,24,9,8,21,15,2,3,2,,,
8768,1,6,14,24,8,13,8,1,1,3,,,
8769,14,16,12,10,14,4,16,3,7,2,,,
8770,14,13,23,10,21b,2,22,1,7,1,L05E021,,
8771,2,4,13,15,9,4,17,2,4,2,,,
8772,19,15,13,13,20,8,18,2,5,2,,,
8773,12,5,21,16,23,5,21,1,0,2,,,
8774,13,2,16,7,11,23,24,0,6,2,,,
8775,12,11,5,5,1,24,10,1,5,2,,,
8776,21,23,12,5,4,10,19,0,0,2,,,
8777,14,15,12,5,13,7,2,2,5,3,,,
8778,17,17,13,24,4,9,16,1,6,3,,,
8779,9,15,2,16,7,16,17,1,1,2,,,
8780,22,1,12,18,23,16,23,3,0,2,,,
8781,6,16,23,9,9,18,2,2,7,2,,,
8782,9,8,22,18,15,7,23,2,7,3,,,
8783,21,18,8,19,17,6,17,2,7,2,,,
8784,11,1,24,3,20,9,23,2,2,2,,,
8785,1,6,23,5,22,17,16,1,4,3,,,
8786,23,21,18,22,4,8,1,1,0,3,,,
8787,24,23,17,19,11,13,2,3,6,3,,,
8788,4,15,11,13,5,20,24,3,9,2,,,
8789,18,12,16,13,11,10,16,0,8,1,,,
8790,19,2,23,24,19,6,7,2,8,3,,,
8791,6,16,20,1,19,5,16,2,5,1,,,
8792,14,3,8,3,20,11,17,3,4,2,,,
8793,11,22,7,12,24,17,14,1,1,4,,,
8794,17,23,16,20,16,6,7,0,7,2,,,
8795,24,3,4,7,7,16,14,1,5,4,,,
8796,1,18,4,20,21,16,1,3,6,3,,,
8797,23,19,22,2,11,7,5,1,8,4,,,
8798,9,15,14,14,18,21,14,0,1,2,,,
8799,3,20,23,12,9,15,10,2,1,2,,,
8800,18,6,20,9,10,1,20,2,0,1,,,
8801,7,8,13,21,22,24,14,1,9,4,,,
8802,5,18,1,2,20,16,10,2,5,2,,,
8803,12b,1,14,23,12,15b,15,2,0,2,"L01E012,L06E015",,
8804,11,18,9,24,5,20,10,1,9,2,,,
8805,8,1,18,12,4,23,15,3,1,4,,,
8806,14,4,16,5,22,2,13,0,4,2,,,
8807,21,8,10,8,11,18,20,1,2,2,,,
8808,1b,14,12b,22,24b,6,14b,0,1,3,"L03E012,L07E014,L05E024,L01E001",,
8809,16,5,4,6,24,13,8,2,8,2,,,
8810,22,8,17,15,12,10,15,0,5,0,,,
8811,2,5,11,8,19,19,22,3,4,3,,,
8812,22,2,12b,12b,6,11,1,2,6,3,"L04E012,L03E012",,
8813,19,8,18,6,9,11,9,2,5,1,,,
8814,6,18,2,8,21,12,8,2,2,2,,,
8815,24,12b,2,18,22,10,14b,0,8,3,"L07E014,L02E012",,
8816,10,23,11,14,17,3,7,1,0,0,,,
8817,10,14,3,23,5,8,22,2,0,1,,,
8818,21,17,16,13,3,10,18b,0,9,1,L07E018,,
8819,21,22,8,9,23,5,12,1,0,2,,,
8820,24,3,1,7,6,14,6,0,3,3,,,
8821,22,6,17,16,22,11,19,1,8,3,,,
8822,9,19,9,2,22,5,11,2,1,2,,,
8823,2,6,20,10,11,4,23,0,3,2,,,
8824,8,7,5,11,1,11,21,2,8,2,,,
8825,7,2,12,6,11,13,15,1,7,2,,,
8826,16,22,4,8,23,5,4,0,1,3,,,
8827,18,2,8,23,6,23,6,2,0,2,,,
8828,16,17,12,15,17,18,16,0,5,2,,,
8829,7,19,7,1,19,20,3,3,3,2,,,
8830,8,11,17,2,18,5,8,1,7,2,,,
8831,6,17,19,24,4,12,21,2,3,3,,,
8832,2,6,14,7,11,3,1,1,9,2,,,
8833,9,4,16,13,11,13,4,3,5,2,,,
8834,22,18,24,17,6,16,2b,1,5,1,L07E002,,
8835,24,6,2,23,4,20,3,2,8,2,,,
8836,20,4,8,16,16,6,3,2,1,4,,,
8837,5,7,5,3,24,2,14,1,5,2,,,
8838,23,8,19,20,12,16,23b,3,5,1,L07E023,,
8839,8,19,18,15,13,19,5,3,3,3,,,
8840,15,14,20,11,18,19,16,0,9,2,,,
8841,7,17,23,15,10,16,24,0,9,1,,,
8842,3,2,15,6,7,16,9,2,4,1,,,
8843,17,13,23,4,8,20,1,3,0,2,,,
8844,17,3,16,14,1,13,13,3,5,1,,,
8845,4,20,21,15,19b,17b,22,0,6,2,"L06E017,L05E019",,
8846,22,5,15,7,23,15,9,1,8,2,,,
8847,19,14,18,21,20,24,9,1,1,2,,,
8848,6,20,21,13,5,13,24,2,7,1,,,
8849,10,24,2,24,14,19,9,0,0,3,,,
8850,22,19,13,23,14b,3,7,3,7,1,L05E014,,
8851,18,13,14,5,14,20,1,0,2,1,,,
8852,20,9,21,3,10,7,8,1,9,2,,,
8853,17,4,9,8,7,23,2,3,9,4,,,
8854,1,15,23,4,23,18,7,2,6,2,,,
8855,3,2,4,12,23,10,21,1,9,2,,,
8856,5,19,7,1,10,13,11,0,2,0,,,
8857,22,2,8,4,5,6,15,0,1,2,,,
8858,21,19,5,1,18,15,4,3,7,2,,,
8859,5,18,10,9,15,19,18,3,0,2,,,
8860,8,10,19,1,1,3,12,3,4,2,,,
8861,8,11,14,7,24,5,10,2,6,3,,,
8862,19,7,23,6,15,1,10,1,2,0,,,
8863,2,18,12,6,7,5,20,0,3,4,,,
8864,17,17,22,8,17,13,14,1,4,3,,,
8865,23,22,9,9,13,24,14,0,1,3,,,
8866,17,18,11,20,4,14,16,0,1,2,,,
8867,20,2,24,12,18,17,6,1,3,4,,,
8868,13,22b,2,8,9,1,3,2,1,1,L02E022,,
8869,1,8,20,20,21,5,12,2,2,3,,,
8870,16,14,23,9,18,5,12,2,7,1,,,
8871,24,13,24,16,10,23,7,1,8,3,,,
8872,24b,9,23,4,9,1,16,3,5,1,L01E024,,
8873,21,8,10,1,8,17,4,2,7,3,,,
8874,21,14,3,10,3,7b,3,3,8,1,L06E007,,
8875,12,2,11,9,14,9,4,3,8,3,,,
8876,23,2,3,13,14,1,6,0,4,2,,,
8877,15b,21,17,24,10,15b,24,2,6,4,"L06E015,L01E015",,
8878,18,17,11,11,16,16,5b,2,8,1,L07E005,,
8879,1,7,2,14,22,3,18,1,8,3,,,
8880,8,21,3,2,15,23,20,3,5,4,,,
8881,17b,5,17,11,12,1,17,1,2,1,L01E017,,
8882,7,19,14,21,21,10,6,3,3,3,,,
8883,20,6,14,5,2,14,20,2,1,2,,,
8884,11,19,2,12,10,14,17,1,7,1,,,
8885,12,21,9,23,15,12,17,2,5,3,,,
8886,20,21,14,17,22,8,9,1,6,3,,,
8887,23,20,21,12b,11,2,16,0,7,1,L04E012,,
8888,24b,10,5,14,11,5,13,2,4,1,L01E024,,
8889,14,9,12,21,19,20,18,3,4,3,,,
8890,7,9,14,3,10,20,10,3,6,1,,,
8891,20,4,4,21,4,3,18,2,1,4,,,
8892,1,11,23,1,2,5,12,3,5,2,,,
8893,20,23,7,23,11,15,22,0,4,2,,,
8894,4,24,12,15,20,3,7,3,2,3,,,
8895,19,15,17,17,9,7,11,3,3,1,,,
8896,4,13,11,16,5,4,2,0,5,4,,,
8897,8,11,17,3,14,15,4,0,3,4,,,
8898,5,21,18,19,5b,12b,3,3,0,3,"L06E012,L05E005",,
8899,22,1,22,2,14b,15,6b,3,2,4,"L07E006,L05E014",,
8900,13,15,23,6,7,22,5,3,0,2,,,
8901,14,24,17,24b,9,5,17,1,5,1,L04E024,,
8902,19,9,3,12,11,23,7,3,1,2,,,
8903,17,17,17,18,21,12,8,1,0,3,,,
8904,5,13,6,16,4,20,21,3,0,2,,,
8905,17,17,9,7,14,1,24,1,5,3,,,
8906,4,6,21,3,19,9,13,1,0,2,,,
8907,11,10,18,3,13,18b,19,3,1,1,L06E018,,
8908,10,20,8,2,13,14,12,2,7,2,,,
8909,22,23,16,11,24,16,11,1,1,1,,,
8910,12,2,1,14,10,18,3,1,4,2,,,
8911,8,4,21,17,21,6,13,0,3,4,,,
8912,16,15,18,4,7,11,5,2,2,3,,,
8913,1,15,16,19,19,19,9,0,7,4,,,
8914,18,14,23,22,9,20,21,1,7,1,,,
8915,18,2,21,19,7,3,9,1,5,2,,,
8916,12,14,8,19,11,20,23,0,3,3,,,
8917,4,14,7,11,14,13,1,2,9,2,,,
8918,19,14,6,6,24,1,13,2,7,1,,,
8919,8b,15,21,21,3,16,16,0,5,1,L01E008,,
8920,3,4,12,23,21,1,10,1,7,3,,,
8921,10,9,14,22,2,17,3,1,9,2,,,
8922,6,14,17,15,1,12b,21,1,6,1,L06E012,,
8923,23,12,2,5,4,14,2,1,7,3,,,
8924,23,3,3,19,18,3,1,3,1,1,,,
8925,8b,12,18,24,1,11b,6b,1,4,4,"L06E011,L07E006,L01E008",,
8926,3,22,16,20,4,13,1,0,7,2,,,
8927,7,10,8,5,19,5,21,0,1,2,,,
8928,11,22,4,18,20,6,18,2,4,4,,,
8929,3,9,6,14,7,21,10,3,0,2,,,
8930,24,14,4,4,22,21,6,0,6,4,,,
8931,18,3,24,23,4,4,6,0,5,2,,,
8932,8b,17,7,18,12,13,3,1,1,1,L01E008,,
8933,1,11,18,19,23,24,8,0,6,3,,,
8934,20,18,7,8,12,6,17,2,8,2,,,
8935,10,12,14,16,6,20,16,1,8,2,,,
8936,19,3,12b,14,23,16,13,3,0,1,L03E012,,
8937,4,3,5,19,16,7,23,3,3,4,,,
8938,8,20,7,3,19b,10,20b,0,6,3,"L05E019,L07E020",,
8939,24b,20,6,15,7b,3,20,0,8,3,"L01E024,L05E007",,
8940,23,15,12,17,14,24,4,2,0,4,,,
8941,17,21,12,8,23,11,16,2,8,4,,,
8942,13,7,20,15,5,1,11,0,3,1,,,
8943,12,17,22,16,13,7,22,1,5,4,,,
8944,18,2,17,4,3,11b,13,3,8,1,L06E011,,
8945,8,5,1,15,6,3,24,2,6,1,,,
8946,12,2,24,2,9,8,6,1,1,3,,,
8947,5,15,3,19b,3,1,9,1,1,1,L04E019,,
8948,7,2,24,1,12,21,15,0,6,2,,,
8949,11,2,6,18,12,1,20,2,8,1,,,
8950,22,9,16,6,15,22,3,2,2,0,,,
8951,9,11,15,6,12,21b,24,0,8,1,L06E021,,
8952,20,14,5,18,1,17,11,1,6,2,,,
8953,20,13,2,15,1,8,7,3,8,1,,,
8954,20,8,6,23,7,10,18,3,0,3,,,
8955,10,17,13,18,18,1,8,2,9,0,,,
8956,19,13,21,18,2,16,16,2,3,0,,,
8957,19,16,7,24,23,2,23,0,9,2,,,
8958,9,24,23,5,1,13,14,1,6,1,,,
8959,13,18,8,17,2,12,23,2,3,2,,,
8960,22,5,8,5,2,23,23,3,1,2,,,
8961,4,22,9,24,11,17,15,1,8,4,,,
8962,18,19,24,7,21,4,6,0,8,3,,,
8963,12,1,8,11,15,2,11,1,2,1,,,
8964,24,5,9,3,15,11,22,0,5,2,,,
8965,4,12,14,22,2,7,11,3,3,4,,,
8966,24,24,8,3,22,8,16,2,5,2,,,
8967,13,10,21,20,7,22,13,2,5,1,,,
8968,3,10,11,23,24b,9,10,0,2,1,L05E024,,
8969,16,21,12,23,9,8,17,1,9,2,,,
8970,20,16,17,2,8,6,7,2,9,4,,,
8971,23,14,22,19,6,10,10,2,4,2,,,
8972,16,10,11,15,8,23,4,0,5,3,,,
8973,3,7,7,1,17,17b,15,3,7,1,L06E017,,
8974,6,13,20,18,16,3,10,2,9,0,,,
8975,9,17,7,15,13,13,19,2,3,0,,,
8976,1,12b,13,16,13,24b,4,1,5,4,"L02E012,L06E024",,
8977,4,14,13,18,4,16,3,1,5,2,,,
8978,5,4,2,22,8,5,22,0,4,3,,,
8979,10,14,8,17,1,17,3,1,9,1,,,
8980,22,18,20,3,19b,3,10,2,0,1,L05E019,,
8981,12b,14,23,9,13,13,21,2,5,1,L01E012,,
8982,5,3,21,13,7,21,23,2,0,3,,,
8983,2,14,14,18,3,3,1,1,4,1,,,
8984,24,6,10,7,16,2,12,0,4,3,,,
8985,21,11,6,20,11,8,2,0,9,1,,,
8986,6,11,14,4,8,15,2,0,3,3,,,
8987,15,22,9,13,2,9,22,3,1,2,,,
8988,17,19,11,12,15,13,2,2,0,3,,,
8989,4,6,2,18,18,17,21,2,7,2,,,
8990,6,17,13,14,7,23,6,1,3,3,,,
8991,3,19,6,11,9,2,9,0,8,0,,,
8992,2,13,5,3,20,13,3,1,1,2,,,
8993,17,23,18,8,17,11,5,2,9,3,,,
8994,15b,19,10,18,10,13,8,1,2,1,L01E015,,
8995,22,3,11,8,11,23,6,1,3,2,,,
8996,11,14,9,23,13,21,13,1,7,1,,,
8997,8,2,14,4,2,17,11,2,5,2,,,
8998,16,21b,9,13,15,20,24,3,9,1,L02E021,,
8999,1,21,13,21,1,15,22,0,9,3,,,
9000,17,10,16,2,17,8,2,0,3,3,,,
9001,15,16,21,13,14,19,14,1,3,4,,,
9002,3,19,24,7,18,5,13,1,1,1,,,
9003,19,4,24,1,2,18,15,1,6,2,,,
9004,22,18,20,20,24,6,16,1,3,2,,,
9005,24,11,18,23,23,18,6,3,5,3,,,
9006,2,4,6,9,1,3,11,1,6,2,,,
9007,11,15,3,8,18,15,21,3,5,1,,,
9008,24,19,1,14,12,24,3,0,2,2,,,
9009,11,1,21,12,6,5,15,3,2,1,,,
9010,21,6,5,18,19,24,4,3,8,3,,,
9011,21,9,22,20,1,14,2,0,2,2,,,
9012,4,18,13,17,24,17,13,1,9,3,,,
9013,5,6,13,6,16,16,6,0,2,1,,,
9014,17,4,16,3,16,5,1,1,2,2,,,
9015,18,19,23,6,7b,1,9,2,3,1,L05E007,,
9016,18,23,8,24,16,2,1,3,6,1,,,
9017,24,6,4b,4,8b,15,24,0,9,3,"L03E004,L05E008",,
9018,1,17,8,3,5,13,14,1,8,3,,,
9019,21,18,16,5,18,17,2,0,4,2,,,
9020,13,3,6,13,17,11,14,1,5,2,,,
9021,21,10,14,9,22,23,10,0,8,2,,,
9022,24,20,10,7,16,23,23,3,8,4,,,
9023,12,13,18,8,11,12,5,0,0,3,,,
9024,23,12,16,5,14,5,16,1,9,2,,,
9025,15,11,14,18,6,24,19,1,5,2,,,
9026,17,6,22,3,23,23,4,0,9,4,,,
9027,6,20,21,23,12,19,18,3,0,2,,,
9028,9,4,9,11,12,24,1,2,6,2,,,
9029,17,21,9,14,6,17,19,3,0,3,,,
9030,18,22,1,15,1,7,6,3,2,3,,,
9031,21,20,2,14,13,20,6b,0,7,1,L07E006,,
9032,13,8,19,23,4b,14,9,0,7,1,L05E004,,
9033,4,22,21,24,6,3,10,1,9,3,,,
9034,14,17,9,17,16,4,24,0,9,0,,,
9035,21,6,18,12,20,16,1,0,5,2,,,
9036,4,24,4,4,3,20,10,3,4,2,,,
9037,7,5,7,24,18,19,4,2,0,4,,,
9038,24,21,10,7,3,22,8,1,6,3,,,
9039,17,18,24,15,21,14,24,3,4,2,,,
9040,19,12,10,24,5,11,9,1,5,4,,,
9041,9,22,10,20,2,5,13,0,3,1,,,
9042,23,23,15,18,15,14,15,1,9,0,,,
9043,19,15,22,12,6,9,23,1,7,3,,,
9044,19,3,23,8,15,4,9,1,5,0,,,
9045,8,8,8,7,2,17,14,2,4,4,,,
9046,23,23,10,23,2,5,1,0,6,0,,,
9047,23,2,16,22,8,23,8,3,1,3,,,
9048,2b,19,19,3,21,17b,18,1,6,4,"L01E002,L06E017",,
9049,12,12,10,21,8,22,5,3,9,4,,,
9050,20,15,17,10,3,20,4,1,1,2,,,
9051,15,21,6,23,16,18,16,2,2,3,,,
9052,3,2,23,3,17,10,16,0,3,0,,,
9053,10,4,14,23,11,8,2,3,4,2,,,
9054,24,5,19,7,10,13,7,2,2,2,,,
9055,24,14,9,18,18,7,14,2,9,3,,,
9056,12,16,15,6,21,1,19,1,8,2,,,
9057,24,23,20,12,7,7,15,2,3,4,,,
9058,11,23,3,6,22,8,13,0,5,1,,,
9059,8,6,14,22,11,14,11,0,3,2,,,
9060,6,5,1,16,12,12,5,1,7,3,,,
9061,20,14,11,18,22,16,6,3,6,3,,,
9062,3,17,6,15,18,10,5,0,9,1,,,
9063,20,16,18,23,5,20,4,1,4,3,,,
9064,3,7,1,9,7,23,19,1,2,2,,,
9065,7,8,8,16,18,22,17,3,2,2,,,
9066,22,16,2,14,5b,5,15,1,6,1,L05E005,,
9067,20,7,23,7,18,5,19,1,5,2,,,
9068,19,11,12,7,20,2,9,1,6,3,,,
9069,19,13,4,18,8,5,19,1,8,2,,,
9070,1,6,2,21,22,20,8,1,5,2,,,
9071,6,6,6,4,21,19,10,3,9,2,,,
9072,24,9,19,17,21b,2,12b,2,6,2,"L05E021,L07E012",,
9073,9,11,4,9,7,7,21,2,5,3,,,
9074,4,14,15,16,13,22,16,2,9,2,,,
9075,15,3,11,4,6,8,6,2,8,2,,,
9076,11,20,17,12,12,5,12,1,7,2,,,
9077,4,7,20,1,2,2,13,1,8,1,,,
9078,7,22,8,15,6,4,13,2,1,2,,,
9079,22,13,18,23,24,2,15,0,4,1,,,
9080,19,8,14,1,15,18b,19,2,7,1,L06E018,,
9081,19,5,8,20,21,17,2,2,1,3,,,
9082,15,3,13,13,13,18,19,3,2,2,,,
9083,2,12,19,19,9,13,16,3,6,3,,,
9084,12,17,22,16,8,21,21,2,9,4,,,
9085,21,8,3,18,19,23,2,3,3,3,,,
9086,5,23,19,11,7,19,19,0,1,2,,,
9087,14,20,13,13,18,11,19,2,7,1,,,
9088,3,4,19,12,5,12,3,1,5,4,,,
9089,4b,5,13,21,9,2,8,2,0,1,L01E004,,
9090,10,13,20,14,7,4,19,1,5,1,,,
9091,2,6,7,1,15,4,6,2,9,2,,,
9092,2,12,17,14,15,23,14,2,2,4,,,
9093,19,21,13,19,9,13,9,1,0,2,,,
9094,15b,11,14,8,4b,10,2,1,9,3,"L05E004,L01E015",,
9095,3,8,17,13,14,20,15,0,5,1,,,
9096,24b,4,15,20,15,10,5b,1,8,3,"L07E005,L01E024",,
9097,14,1,14,16,15,17,8,2,9,2,,,
9098,5,22,1,21,5,24,20,0,9,4,,,
9099,4b,4,12b,23,21,18b,17,1,8,3,"L06E018,L03E012,L01E004",,
9100,13,14,14,19b,1,13,24,0,0,1,L04E019,,
9101,3,5,5,23,3,17,8,2,3,1,,,
9102,18,9,2,21,13,24,11,1,2,1,,,
9103,10,18,6,4,20,6,9,0,5,2,,,
9104,20,19,3,10,18,9,12,3,0,2,,,
9105,9,14,21,1,24b,2,22,3,7,1,L05E024,,
9106,17,14,11,16,16,14,9,1,7,2,,,
9107,11,1,7,18,24,10,17,1,0,1,,,
9108,23,17,14,11,18,12b,17,3,5,1,L06E012,,
9109,4,24,12,23,21,10,12,3,7,4,,,
9110,2,11,10,12,20,21,5,1,0,4,,,
9111,18,12,10,10,13,7,18,0,6,3,,,
9112,23,4,12,17,20,5,23,1,1,4,,,
9113,4,21,3,20,9,21,7,1,9,3,,,
9114,21,5,4,17,4,1,16,1,4,2,,,
9115,3,17,24,3,2,21,5,0,4,2,,,
9116,13,16,2,11,6,11,19,1,4,1,,,
9117,14,7,1,19,8,22,18,2,4,3,,,
9118,18,11,22b,11,13,22,21,0,7,1,L03E022,,
9119,5,9,14,24,24,1,6,1,9,3,,,
9120,23,1,15,2,23,17,1,2,8,2,,,
9121,10,12,22,7,2,22,21,3,3,3,,,
9122,17,12,16,3,8,6,16,2,2,4,,,
9123,12,9,8,11,21,18,22,2,1,3,,,
9124,7,23,5,5,12,2,2,3,6,2,,,
9125,10,5,20,16,15,21,1,1,1,2,,,
9126,13,8,9,13,8,20,4,2,1,2,,,
9127,14,15,3,23,18,2,6b,2,2,1,L07E006,,
9128,5,10,13,3,24b,2,10,3,8,1,L05E024,,
9129,17,21,12,18,23,6,2,0,5,4,,,
9130,5,20,21,3,21,7,7,3,9,2,,,
9131,1,17,4,3,1,16,5,1,4,3,,,
9132,23,5,19,12,11,12,18,1,7,3,,,
9133,4,17,18,9,16,16,7,2,2,1,,,
9134,12,10,3,2,6,7b,18b,2,2,3,"L07E018,L06E007",,
9135,23,13,23,8,9,21b,24,2,3,1,L06E021,,
9136,19,17,17,1,7b,8,9,0,3,1,L05E007,,
9137,10,17,13,19,17,11,3,3,3,2,,,
9138,24,2,16,5,21,22,16,1,4,2,,,
9139,21,5,8,6,22,17,22,1,9,2,,,
9140,11,19,23,8,11,19,19,2,3,1,,,
9141,5,9,9,12,11,15,13,3,5,2,,,
9142,12,20,23,1,14,1,21,0,0,2,,,
9143,8,6,5,15,3,24,12,0,1,3,,,
9144,19,6,14,2,23,3,3,3,2,1,,,
9145,1,7,11,16,22,12,23,2,2,4,,,
9146,1,3,15,16,24,14,13,0,9,3,,,
9147,22,2,6,10,20,17,15,1,6,2,,,
9148,17,11,6,1,22,5,4,0,1,3,,,
9149,14,11,16,4,21,9,23,1,3,2,,,
9150,19,3,2,24,1,20,13,1,7,1,,,
9151,15,4,14,9,18,16,6,2,9,3,,,
9152,12,24,13,2,4,15,5,1,6,4,,,
9153,4,3,15,18,12,18,5,3,8,3,,,
9154,22,7,6,12b,6,1,10,0,0,1,L04E012,,
9155,15b,17,22,7,14b,7b,2b,3,8,4,"L06E007,L07E002,L05E014,L01E015",,
9156,9,12,8,11,23,15,21,0,5,2,,,
9157,22,12,5,21,6,2,12,2,5,2,,,
9158,12,11,8,9,4,20,23,0,4,3,,,
9159,12,4,24,16,9,23,16,2,1,4,,,
9160,5,3,7,14,2,5,1,2,3,0,,,
9161,23,1,11,6,16,7,1,0,8,1,,,
9162,17,3,16,12,21,4,14,3,2,4,,,
9163,21,23,22,17,9,8,24,0,4,1,,,
9164,22,15,12b,20,11,5,13,0,7,1,L03E012,,
9165,24,14,12,7,17,12,13,0,4,4,,,
9166,21,2,3,11,4,12,23,2,9,3,,,
9167,7,22,16,6,23,3,14,1,7,3,,,
9168,6,21,13,11,23,23,24,1,2,2,,,
9169,24,7,3,22,19,2,20,2,0,4,,,
9170,16,10,21,6,4,4,10,2,2,1,,,
9171,20,12,7,6,21,24,11,0,8,4,,,
9172,9,20,19,17,6,13,5b,0,0,1,L07E005,,
9173,22,17,12,11,6,19,8,1,6,2,,,
9174,24,15,16,12,8,5,5,0,8,4,,,
9175,14,11,11,12,13,16,6,0,8,2,,,
9176,13,15,4,8,18,15,23,3,1,3,,,
9177,16,14,17,17,1,11b,15,0,1,1,L06E011,,
9178,18,21,1,9,23,12,21,1,3,2,,,
9179,20,17,22,19,1,21,3,1,2,4,,,
9180,12b,18,3,15,17,20,22,0,7,1,L01E012,,
9181,8,15,6,21,16,5,17,1,1,1,,,
9182,16,7,15,3,6,11b,1,0,0,1,L06E011,,
9183,19,18,1,19,6,12,23,3,6,3,,,
9184,15,24,8,4,24,19,23,3,7,4,,,
9185,18,23,11,23,18,23b,13,1,9,1,L06E023,,
9186,18,9,16,9,9,15,5,3,7,2,,,
9187,17,12,3,5,5,7,2,2,6,4,,,
9188,6,11,7,15,13,24,19,3,5,1,,,
9189,4,2,1,1,17,3,21,1,0,1,,,
9190,2,1,15,19,7,21,23,0,5,4,,,
9191,24,20,7,16,3,19,4,1,4,4,,,
9192,1,6,16,13,5,14,1,2,7,2,,,
9193,23,21,10,22,23,10,6,1,9,3,,,
9194,21,24,5,7,1,2,13,1,7,1,,,
9195,2,9,10,17,19,2,22,2,8,2,,,
9196,20,11,15,10,23,12,19,1,9,2,,,
9197,24,23,10,8,14,10,2,2,0,3,,,
9198,2,11,18,7,3,5,11,0,0,2,,,
9199,21,8,4,15,11,21,8,0,9,2,,,
9200,13,24,18,5,19,20,5,2,7,2,,,
9201,7,10,12,19,5,24,4,0,3,4,,,
